transaction_id,product_id,warehouse_id,supplier_id,sale_date,quantity_sold,unit_price_sold,total_amount,customer_type
91,17,3,6,2023-07-08,30,430.26,12907.93,Cooperative
92,23,5,11,2023-07-08,20,618.27,12365.43,Retailer
93,4,3,1,2023-07-08,21,76.57,1608.05,Farmer
94,2,10,8,2023-07-08,48,90.05,4322.45,Retailer
95,24,2,9,2023-07-08,24,261.16,6267.79,Farmer
96,7,8,1,2023-07-08,18,71.01,1278.26,Cooperative
97,33,4,13,2023-07-08,4,11744.98,46979.94,Retailer
98,19,3,5,2023-07-08,10,334.46,3344.62,Farmer
99,16,2,5,2023-07-09,24,930.38,22329.13,Government
100,29,7,9,2023-07-09,26,503.51,13091.38,Cooperative
101,25,10,9,2023-07-09,6,198.54,1191.22,Wholesaler
102,5,3,1,2023-07-09,25,99.84,2496.11,Retailer
103,26,5,9,2023-07-09,46,558.11,25673.01,Cooperative
104,1,4,8,2023-07-09,23,90.8,2088.48,Farmer
105,35,2,10,2023-07-09,4,831.88,3327.52,Farmer
106,19,5,12,2023-07-09,1,322.24,322.24,Farmer
107,8,4,1,2023-07-09,32,52.92,1693.31,Farmer
108,27,7,11,2023-07-09,38,842.13,32000.89,Cooperative
109,21,1,11,2023-07-09,43,310.68,13359.03,Farmer
110,22,1,9,2023-07-09,50,438.34,21916.85,Farmer
111,22,3,3,2023-07-10,3,458.46,1375.39,Retailer
112,6,8,1,2023-07-10,10,105.32,1053.19,Farmer
113,34,7,7,2023-07-10,5,178.25,891.24,Wholesaler
114,25,1,3,2023-07-10,2,200.87,401.75,Retailer
115,25,2,15,2023-07-10,20,199.94,3998.79,Retailer
116,25,8,15,2023-07-10,20,192.04,3840.71,Cooperative
117,20,8,15,2023-07-10,20,382.7,7653.97,Farmer
118,13,10,6,2023-07-10,23,288.93,6645.4,Retailer
119,7,5,1,2023-07-10,25,67.43,1685.86,Farmer
120,22,8,9,2023-07-11,43,416.34,17902.67,Cooperative
121,20,8,11,2023-07-11,38,400.22,15208.47,Wholesaler
122,17,3,5,2023-07-11,10,493.56,4935.58,Retailer
123,17,8,6,2023-07-11,32,483.95,15486.46,Farmer
124,9,5,1,2023-07-11,19,56.74,1078.15,Government
125,13,2,14,2023-07-12,45,280.79,12635.7,Farmer
126,35,7,7,2023-07-12,1,862.58,862.58,Retailer
127,24,9,3,2023-07-12,42,238.7,10025.39,Farmer
128,26,5,15,2023-07-12,29,514.91,14932.48,Farmer
129,13,6,5,2023-07-12,37,285.1,10548.83,Farmer
130,35,10,13,2023-07-12,2,929.83,1859.67,Retailer
131,21,9,11,2023-07-12,25,295.19,7379.71,Farmer
132,23,7,9,2023-07-12,27,610.22,16476.01,Government
133,30,6,13,2023-07-12,4,1270.1,5080.41,Government
134,29,9,6,2023-07-12,38,524.76,19940.73,Farmer
135,23,8,11,2023-07-12,11,622.51,6847.6,Cooperative
136,29,1,9,2023-07-13,7,500.79,3505.51,Farmer
137,7,5,8,2023-07-13,50,64.72,3236.1,Retailer
138,30,2,7,2023-07-13,1,1221.1,1221.1,Government
139,22,3,15,2023-07-14,25,408.7,10217.54,Farmer
140,10,7,8,2023-07-14,49,86.7,4248.11,Farmer
141,2,2,1,2023-07-14,39,91.91,3584.37,Cooperative
142,22,5,11,2023-07-14,42,429.85,18053.57,Wholesaler
143,21,1,3,2023-07-14,19,284.76,5410.47,Government
144,23,7,9,2023-07-14,48,662.71,31809.85,Farmer
145,3,10,1,2023-07-14,43,346.04,14879.71,Retailer
146,31,6,7,2023-07-14,1,4660.48,4660.48,Retailer
147,16,10,14,2023-07-14,10,961.72,9617.19,Cooperative
148,7,8,8,2023-07-14,49,71.36,3496.79,Retailer
149,17,5,5,2023-07-14,50,455.91,22795.6,Retailer
150,23,7,9,2023-07-14,17,676.56,11501.53,Farmer
151,17,8,6,2023-07-14,39,478.43,18658.66,Government
152,35,10,10,2023-07-14,4,808.4,3233.59,Farmer
153,22,10,15,2023-07-14,4,458.56,1834.23,Retailer
154,17,10,6,2023-07-14,7,468.61,3280.27,Retailer
155,14,9,6,2023-07-15,11,1470.62,16176.86,Government
156,25,8,11,2023-07-15,3,201.4,604.2,Cooperative
157,7,7,8,2023-07-15,12,63.64,763.7,Government
158,18,10,5,2023-07-15,40,200.57,8022.63,Cooperative
159,26,10,3,2023-07-15,45,496.88,22359.63,Retailer
160,34,6,7,2023-07-15,2,185.87,371.75,Retailer
161,1,4,8,2023-07-15,21,92.62,1944.98,Cooperative
162,23,5,11,2023-07-15,28,601.17,16832.75,Farmer
163,10,4,8,2023-07-15,6,77.75,466.48,Wholesaler
164,24,9,11,2023-07-15,17,241.86,4111.65,Farmer
165,22,2,15,2023-07-16,38,405.72,15417.55,Farmer
166,23,2,15,2023-07-16,5,679.26,3396.29,Government
167,17,1,2,2023-07-16,47,438.24,20597.5,Retailer
168,34,8,10,2023-07-16,1,200.64,200.64,Farmer
169,5,3,1,2023-07-16,31,92.48,2866.81,Farmer
170,32,6,10,2023-07-17,5,29880.25,149401.26,Retailer
171,7,7,8,2023-07-17,43,67.39,2897.62,Farmer
172,31,10,7,2023-07-17,4,4854.59,19418.36,Cooperative
173,17,7,5,2023-07-17,22,455.94,10030.79,Farmer
174,33,8,7,2023-07-17,5,11640.24,58201.22,Farmer
175,23,8,11,2023-07-17,13,653.82,8499.69,Farmer
176,16,2,14,2023-07-17,39,956.4,37299.71,Farmer
177,4,8,1,2023-07-17,12,74.91,898.87,Retailer
178,23,1,11,2023-07-17,29,601.65,17447.76,Retailer
179,21,1,11,2023-07-17,41,284.3,11656.49,Retailer
180,35,6,10,2023-07-18,5,901.86,4509.31,Cooperative
181,34,8,7,2023-07-18,3,186.91,560.74,Government
182,30,6,7,2023-07-18,5,1180.53,5902.65,Farmer
183,30,6,13,2023-07-18,2,1293.96,2587.91,Retailer
184,2,5,1,2023-07-18,5,98.26,491.3,Cooperative
185,4,2,1,2023-07-18,33,74.57,2460.78,Farmer
186,18,2,6,2023-07-18,21,195.21,4099.43,Government
187,27,9,6,2023-07-18,42,865.06,36332.63,Farmer
188,27,1,6,2023-07-18,3,883.31,2649.92,Farmer
189,20,1,11,2023-07-18,8,378.22,3025.73,Retailer
190,4,7,1,2023-07-18,40,75.09,3003.48,Retailer
191,16,8,12,2023-07-18,33,889.16,29342.4,Farmer
192,11,4,1,2023-07-18,48,99.69,4784.96,Retailer
193,34,8,13,2023-07-18,3,196.04,588.11,Farmer
194,20,10,15,2023-07-19,14,374.08,5237.15,Farmer
195,20,8,15,2023-07-19,45,399.3,17968.43,Farmer
196,35,10,13,2023-07-19,1,813.5,813.5,Farmer
197,10,8,8,2023-07-19,3,78.12,234.37,Government
198,29,7,6,2023-07-19,27,526.2,14207.34,Cooperative
199,11,2,1,2023-07-19,13,92.52,1202.77,Farmer
200,13,2,14,2023-07-19,18,273.39,4920.99,Farmer
201,4,3,1,2023-07-19,38,76.05,2889.79,Farmer
202,35,10,10,2023-07-19,4,847.84,3391.34,Government
203,15,5,12,2023-07-19,30,1571.62,47148.52,Farmer
204,35,6,10,2023-07-20,4,908.36,3633.45,Cooperative
205,7,2,8,2023-07-20,37,66.46,2459.09,Farmer
206,26,2,3,2023-07-20,13,546.2,7100.65,Farmer
207,22,5,9,2023-07-20,2,441.4,882.8,Farmer
208,18,7,14,2023-07-20,27,194.84,5260.72,Farmer
209,14,6,14,2023-07-20,8,1360.43,10883.42,Farmer
210,22,5,3,2023-07-20,42,432.52,18166.04,Farmer
211,19,5,5,2023-07-20,4,332.62,1330.47,Government
212,4,10,8,2023-07-21,19,72.29,1373.52,Farmer
213,14,6,12,2023-07-21,34,1442.84,49056.4,Retailer
214,20,3,11,2023-07-21,24,376.81,9043.47,Retailer
215,22,1,15,2023-07-21,41,428.6,17572.41,Farmer
216,13,9,12,2023-07-21,48,257.3,12350.34,Farmer
217,8,4,8,2023-07-21,9,53.07,477.67,Cooperative
218,23,1,11,2023-07-21,13,590.61,7677.96,Farmer
219,24,7,3,2023-07-21,35,259.76,9091.58,Cooperative
220,21,8,3,2023-07-21,15,313.42,4701.31,Cooperative
221,17,2,2,2023-07-21,22,471.02,10362.49,Retailer
222,19,5,6,2023-07-21,50,310.11,15505.58,Wholesaler
223,19,7,6,2023-07-21,25,344.22,8605.57,Farmer
224,16,6,2,2023-07-22,40,986.95,39478.13,Cooperative
225,22,3,11,2023-07-22,24,438.72,10529.28,Farmer
226,14,9,2,2023-07-22,7,1325.24,9276.69,Farmer
227,2,5,8,2023-07-22,15,88.35,1325.31,Farmer
228,8,7,8,2023-07-22,26,53.23,1383.85,Wholesaler
229,23,3,9,2023-07-22,17,619.59,10533.07,Farmer
230,2,3,8,2023-07-22,2,86.6,173.19,Retailer
231,23,10,11,2023-07-22,10,663.55,6635.51,Retailer
232,1,8,1,2023-07-22,28,80.99,2267.69,Government
233,21,1,3,2023-07-22,3,290.11,870.34,Retailer
234,32,6,7,2023-07-22,3,29490.5,88471.5,Farmer
235,17,3,6,2023-07-22,38,462.61,17579.0,Cooperative
236,12,5,1,2023-07-22,38,102.58,3897.85,Retailer
237,5,7,8,2023-07-22,31,95.54,2961.73,Retailer
238,23,8,3,2023-07-22,35,639.32,22376.09,Government
239,22,1,3,2023-07-22,21,422.91,8881.01,Retailer
240,20,2,3,2023-07-22,34,366.92,12475.19,Farmer
241,13,5,2,2023-07-22,32,262.44,8397.99,Retailer
242,24,8,15,2023-07-23,48,246.08,11811.85,Farmer
243,23,8,15,2023-07-23,23,599.55,13789.54,Farmer
244,13,9,5,2023-07-23,16,289.12,4625.86,Farmer
245,20,9,11,2023-07-23,20,371.41,7428.25,Government
246,8,2,1,2023-07-23,3,60.43,181.28,Farmer
247,20,1,11,2023-07-23,43,364.59,15677.44,Cooperative
248,23,9,3,2023-07-23,38,621.98,23635.3,Farmer
249,17,8,5,2023-07-23,15,441.39,6620.8,Retailer
250,17,2,6,2023-07-23,8,430.74,3445.92,Farmer
251,19,9,5,2023-07-23,14,308.74,4322.29,Government
252,1,3,8,2023-07-24,3,84.63,253.89,Farmer
253,23,9,11,2023-07-24,39,675.14,26330.43,Cooperative
254,32,10,7,2023-07-24,4,28577.06,114308.23,Retailer
255,35,2,10,2023-07-24,2,891.38,1782.75,Farmer
256,10,7,8,2023-07-24,9,86.04,774.39,Cooperative
257,18,5,5,2023-07-24,39,186.81,7285.71,Retailer
258,4,5,8,2023-07-24,26,69.14,1797.75,Government
259,2,2,1,2023-07-24,26,86.19,2240.96,Farmer
260,25,9,15,2023-07-24,33,190.73,6294.17,Cooperative
261,24,2,15,2023-07-24,28,248.66,6962.4,Farmer
262,34,2,7,2023-07-24,2,182.36,364.73,Farmer
263,2,2,8,2023-07-24,3,87.35,262.05,Cooperative
264,8,7,1,2023-07-24,16,58.04,928.57,Farmer
265,17,2,12,2023-07-25,26,447.64,11638.77,Retailer
266,4,4,8,2023-07-25,36,78.5,2826.05,Government
267,16,4,2,2023-07-25,12,860.52,10326.24,Retailer
268,1,4,8,2023-07-25,16,86.1,1377.64,Farmer
269,2,1,8,2023-07-25,16,95.5,1527.96,Farmer
270,4,4,8,2023-07-25,25,72.59,1814.64,Wholesaler
271,33,8,13,2023-07-25,2,11455.96,22911.92,Retailer
272,17,2,6,2023-07-25,1,436.86,436.86,Government
273,22,3,3,2023-07-25,33,422.2,13932.58,Cooperative
274,25,5,15,2023-07-25,38,194.85,7404.28,Farmer
275,19,6,6,2023-07-25,21,325.99,6845.87,Cooperative
276,26,8,3,2023-07-25,24,518.06,12433.54,Farmer
277,23,1,9,2023-07-25,41,603.04,24724.5,Farmer
278,25,8,3,2023-07-26,10,211.17,2111.69,Retailer
279,8,7,1,2023-07-26,20,59.02,1180.42,Retailer
280,25,2,3,2023-07-26,43,212.05,9118.27,Retailer
281,25,2,3,2023-07-26,32,193.77,6200.7,Cooperative
282,21,9,11,2023-07-26,17,274.14,4660.35,Retailer
283,31,8,7,2023-07-26,1,4663.07,4663.07,Farmer
284,23,2,11,2023-07-26,32,633.63,20276.16,Farmer
285,18,5,5,2023-07-26,24,191.66,4599.84,Cooperative
286,26,10,3,2023-07-26,7,533.93,3737.49,Farmer
287,29,9,11,2023-07-26,2,522.34,1044.68,Retailer
288,31,6,10,2023-07-26,5,4849.66,24248.31,Government
289,22,9,11,2023-07-26,47,459.56,21599.23,Farmer
290,17,10,2,2023-07-26,15,435.23,6528.38,Farmer
291,7,8,8,2023-07-26,13,64.59,839.66,Government
292,24,3,11,2023-07-26,23,258.78,5951.94,Retailer
293,33,2,10,2023-07-27,1,12083.3,12083.3,Government
294,34,6,10,2023-07-27,4,182.31,729.25,Farmer
295,16,4,6,2023-07-27,25,909.99,22749.63,Cooperative
296,21,3,3,2023-07-27,16,311.27,4980.24,Farmer
297,1,1,1,2023-07-27,14,84.15,1178.17,Government
298,1,10,8,2023-07-27,19,88.41,1679.7,Farmer
299,17,8,14,2023-07-27,43,448.1,19268.19,Cooperative
300,18,6,5,2023-07-28,6,184.33,1105.99,Cooperative
301,24,9,11,2023-07-28,12,253.01,3036.08,Retailer
302,20,1,9,2023-07-28,24,373.27,8958.54,Wholesaler
303,7,8,1,2023-07-28,45,66.79,3005.57,Retailer
304,16,3,12,2023-07-28,14,972.18,13610.56,Farmer
305,4,10,1,2023-07-28,1,75.35,75.35,Retailer
306,21,3,15,2023-07-28,23,290.63,6684.55,Government
307,29,1,6,2023-07-28,6,465.2,2791.2,Retailer
308,13,5,5,2023-07-28,41,285.51,11706.08,Government
309,10,8,1,2023-07-28,5,81.98,409.89,Wholesaler
310,4,4,1,2023-07-28,1,76.43,76.43,Retailer
311,8,5,8,2023-07-29,33,60.05,1981.61,Government
312,11,8,1,2023-07-29,32,97.85,3131.26,Farmer
313,23,2,3,2023-07-29,11,650.45,7154.95,Retailer
314,31,8,7,2023-07-29,4,4933.54,19734.16,Farmer
315,22,10,15,2023-07-29,8,451.52,3612.19,Retailer
316,2,3,8,2023-07-29,8,92.49,739.96,Farmer
317,29,3,6,2023-07-29,46,472.32,21726.82,Wholesaler
318,19,9,5,2023-07-29,34,343.9,11692.61,Wholesaler
319,29,3,9,2023-07-29,48,464.31,22286.96,Government
320,34,6,13,2023-07-30,5,194.59,972.95,Cooperative
321,22,1,3,2023-07-30,41,446.15,18292.3,Cooperative
322,15,2,14,2023-07-30,6,1539.19,9235.15,Government
323,7,10,1,2023-07-30,39,68.15,2657.92,Wholesaler
324,6,5,1,2023-07-30,40,108.89,4355.44,Cooperative
325,5,7,8,2023-07-30,50,101.94,5096.91,Farmer
326,34,2,13,2023-07-30,4,184.73,738.92,Retailer
327,16,5,6,2023-07-30,41,965.15,39571.13,Farmer
328,24,7,9,2023-07-30,24,252.29,6054.9,Farmer
329,25,9,15,2023-07-30,33,208.2,6870.53,Farmer
330,23,7,11,2023-07-31,8,590.57,4724.54,Government
331,6,4,1,2023-07-31,4,110.37,441.46,Cooperative
332,1,10,8,2023-07-31,38,92.95,3531.98,Retailer
333,7,10,8,2023-07-31,17,71.07,1208.14,Farmer
334,19,4,6,2023-07-31,7,306.69,2146.85,Farmer
335,7,5,8,2023-07-31,19,63.71,1210.43,Farmer
336,14,6,6,2023-07-31,9,1358.34,12225.07,Farmer
337,9,7,8,2023-07-31,31,56.13,1740.17,Farmer
338,19,10,5,2023-07-31,44,321.91,14164.09,Farmer
339,32,7,13,2023-07-31,2,28501.81,57003.62,Farmer
340,20,5,15,2023-07-31,40,404.07,16162.88,Farmer
341,16,2,5,2023-07-31,23,903.72,20785.47,Farmer
342,17,7,6,2023-07-31,9,441.29,3971.57,Government
343,23,7,3,2023-07-31,50,600.02,30001.07,Farmer
344,24,3,3,2023-07-31,27,268.17,7240.54,Retailer
345,26,9,3,2023-07-31,45,535.43,24094.23,Government
346,18,10,14,2023-08-01,21,178.45,3747.55,Farmer
347,4,7,1,2023-08-01,50,79.01,3950.59,Farmer
348,23,7,3,2023-08-01,29,655.85,19019.71,Farmer
349,23,3,15,2023-08-01,5,645.43,3227.13,Wholesaler
350,23,2,3,2023-08-01,2,613.13,1226.27,Farmer
351,2,2,1,2023-08-01,46,87.36,4018.75,Retailer
352,22,1,3,2023-08-01,18,449.53,8091.46,Government
353,17,10,6,2023-08-01,46,494.46,22745.07,Farmer
354,30,8,10,2023-08-01,2,1157.59,2315.17,Farmer
355,13,1,2,2023-08-01,3,268.76,806.29,Cooperative
356,6,5,8,2023-08-01,24,113.71,2728.98,Cooperative
357,13,1,14,2023-08-01,29,255.84,7419.48,Retailer
358,26,1,9,2023-08-01,1,521.13,521.13,Cooperative
359,7,1,1,2023-08-01,6,63.87,383.23,Government
360,20,3,11,2023-08-02,17,396.86,6746.62,Government
361,26,1,11,2023-08-02,3,516.18,1548.53,Retailer
362,1,4,8,2023-08-02,46,90.65,4169.74,Farmer
363,26,5,3,2023-08-02,34,531.2,18060.66,Farmer
364,9,10,8,2023-08-02,24,58.1,1394.48,Retailer
365,22,1,9,2023-08-02,26,415.87,10812.66,Retailer
366,5,3,1,2023-08-02,49,100.88,4943.11,Cooperative
367,2,1,1,2023-08-02,35,98.92,3462.22,Wholesaler
368,1,10,8,2023-08-02,31,86.47,2680.43,Retailer
369,33,7,13,2023-08-02,5,12011.96,60059.81,Farmer
370,1,10,8,2023-08-03,9,84.26,758.31,Farmer
371,21,5,3,2023-08-03,50,284.17,14208.58,Farmer
372,23,2,15,2023-08-03,13,632.08,8217.07,Retailer
373,33,8,7,2023-08-03,4,11686.8,46747.21,Retailer
374,10,7,1,2023-08-03,20,77.37,1547.47,Farmer
375,35,10,7,2023-08-03,3,870.5,2611.5,Retailer
376,2,3,8,2023-08-03,36,92.82,3341.5,Government
377,13,5,14,2023-08-03,11,274.02,3014.22,Farmer
378,13,1,14,2023-08-03,7,280.79,1965.51,Farmer
379,18,3,5,2023-08-03,22,181.99,4003.76,Farmer
380,25,1,15,2023-08-03,20,190.7,3813.99,Retailer
381,1,2,1,2023-08-03,26,87.02,2262.51,Farmer
382,23,2,3,2023-08-03,21,661.95,13901.05,Farmer
383,14,9,12,2023-08-03,42,1352.0,56784.14,Retailer
384,21,7,11,2023-08-03,38,290.18,11026.72,Retailer
385,1,5,8,2023-08-03,22,81.95,1803.01,Farmer
386,10,4,1,2023-08-04,7,85.84,600.85,Retailer
387,17,7,12,2023-08-04,29,456.36,13234.35,Government
388,34,10,13,2023-08-04,4,182.14,728.57,Retailer
389,18,7,5,2023-08-04,32,191.23,6119.27,Cooperative
390,13,9,5,2023-08-04,6,275.61,1653.69,Cooperative
391,13,1,5,2023-08-04,38,285.27,10840.11,Government
392,34,8,13,2023-08-04,3,196.32,588.95,Farmer
393,26,8,9,2023-08-04,46,554.77,25519.53,Government
394,32,7,13,2023-08-04,3,29368.31,88104.93,Farmer
395,23,1,9,2023-08-04,23,666.67,15333.46,Wholesaler
396,18,8,5,2023-08-04,1,184.4,184.4,Farmer
397,2,1,8,2023-08-04,7,93.52,654.63,Retailer
398,21,1,15,2023-08-04,48,280.44,13461.29,Retailer
399,29,1,11,2023-08-05,41,468.72,19217.59,Wholesaler
400,5,7,8,2023-08-05,6,98.08,588.49,Farmer
401,34,2,7,2023-08-05,2,191.04,382.09,Farmer
402,6,8,1,2023-08-05,12,106.75,1281.05,Retailer
403,33,4,13,2023-08-05,4,12773.41,51093.64,Wholesaler
404,18,4,12,2023-08-05,1,196.52,196.52,Government
405,5,10,1,2023-08-06,6,92.56,555.35,Farmer
406,7,1,8,2023-08-06,20,66.94,1338.89,Retailer
407,18,6,14,2023-08-06,23,189.3,4353.91,Farmer
408,3,10,1,2023-08-06,34,346.66,11786.4,Wholesaler
409,34,2,7,2023-08-06,5,192.15,960.75,Government
410,20,8,15,2023-08-06,10,394.22,3942.17,Retailer
411,5,3,1,2023-08-06,48,100.03,4801.25,Retailer
412,8,10,8,2023-08-06,16,58.2,931.23,Farmer
413,25,9,9,2023-08-06,15,207.91,3118.68,Farmer
414,35,6,10,2023-08-06,3,880.64,2641.93,Farmer
415,23,3,3,2023-08-07,31,621.89,19278.52,Retailer
416,19,4,12,2023-08-07,21,350.9,7369.0,Cooperative
417,18,3,12,2023-08-07,13,189.02,2457.3,Farmer
418,24,3,15,2023-08-07,32,240.56,7697.92,Farmer
419,24,9,3,2023-08-07,31,243.72,7555.36,Government
420,34,4,13,2023-08-07,5,197.81,989.03,Farmer
421,13,9,12,2023-08-07,41,281.46,11540.03,Farmer
422,18,9,14,2023-08-07,9,190.04,1710.35,Government
423,34,6,13,2023-08-07,5,191.63,958.16,Farmer
424,7,10,8,2023-08-07,18,69.33,1247.88,Farmer
425,24,2,11,2023-08-07,30,246.02,7380.73,Wholesaler
426,5,3,1,2023-08-07,23,103.47,2379.92,Farmer
427,16,6,12,2023-08-07,15,907.41,13611.15,Retailer
428,18,7,2,2023-08-07,46,194.84,8962.65,Farmer
429,2,5,1,2023-08-08,44,98.0,4311.8,Farmer
430,17,7,14,2023-08-08,35,466.34,16321.78,Wholesaler
431,20,3,15,2023-08-08,28,395.19,11065.32,Farmer
432,16,6,12,2023-08-08,10,931.53,9315.32,Farmer
433,1,8,8,2023-08-08,12,92.88,1114.55,Retailer
434,20,8,11,2023-08-08,1,402.22,402.22,Government
435,17,2,2,2023-08-08,32,431.57,13810.18,Retailer
436,22,9,3,2023-08-08,1,451.54,451.54,Government
437,26,5,11,2023-08-08,33,509.1,16800.18,Farmer
438,22,10,11,2023-08-08,6,441.1,2646.62,Cooperative
439,7,2,8,2023-08-09,44,67.93,2988.85,Retailer
440,9,10,1,2023-08-09,7,56.53,395.73,Retailer
441,35,4,10,2023-08-09,2,896.48,1792.97,Retailer
442,4,5,1,2023-08-09,37,72.43,2679.77,Farmer
443,18,1,12,2023-08-09,5,189.75,948.75,Farmer
444,7,1,8,2023-08-09,48,70.83,3399.64,Farmer
445,35,6,13,2023-08-09,3,883.84,2651.52,Retailer
446,35,10,13,2023-08-09,5,876.45,4382.25,Farmer
447,15,2,2,2023-08-09,47,1429.71,67196.28,Farmer
448,16,2,12,2023-08-09,1,931.84,931.84,Farmer
449,13,7,14,2023-08-09,3,274.21,822.64,Farmer
